Wellspring	Y	6	330	2	3993	530.987	3796	588.388	10	28690	1169.203	18462	1162.419	2135
Wellspring	N	9	331											119
Wellspring	Y	6	332	2	4809	560.737	4619	587.73	12	46597	1298.304	38429	1391.926	2160
Wellspring	Y	1	333	1	3987	556.274	3763	601.539	8	28764	1004.996	25145	1050.88	7106
Wellspring	N	4	334											400
Churchill	Y	7	335	2	1441	371.378	1354	422.852	9	21806	1057.993	18233	1155.147	3170
Churchill	N	8	336											152
Wellspring	Y	8	337	2	654	323.402	510	359.182	2	627	355.561	552	348.102	62.7
Wellspring	Y	6	338	2	3368	486.577	3088	530.257	10	33484	1333.303	28057	1340.764	613
Churchill	Y	All10	339	1	2408	626.824	2120	437.043	9	21935	1201.292	18821	1152.845	4754
Churchill	Y	6	340	1	2691	608.796	2352	643.596	6	15987	841.15	14923	848.917	943
Churchill	N	10	341											86.9
Wellspring	Y	9	342	2	4984	591.195	4619	603.572	12	35551	1201.926	30907	1123.782	1318
Wellspring	N	9	343											105
Churchill	Y	1	344	2	4090	555.524								1938
Churchill	Y	8	345	2	3382	587.938	3880	629.46	13	33672	1114.861	31228	1123.115	1295
Churchill	Y	5	346	3	4094	586.419	2942	541.945	10	19690	1057.854	17986	940.124	427
Wellspring	N	6	347				3602	644.582	11	15236	821.309	12768	822.976	276
Churchill	N	3	348											123
Churchill	N	4	349											416
Wellspring	Y	1	350	2	1329	481.599	990	479.564	5	8923	674.64	5981	772.834	3715
Wellspring	Y	4	351	1	2648	595.321	2261	631.453	11	30328	1177.216	23678	1253.97	4447
Churchill	Y	3	352	2	3458	583.461	3181	589.616	8	27478	1056.764	25215	1034.553	354
Churchill	Y	2	353	2	3856	581.32	3579	625.05	14	44804	1210.574	39487	1207.681	9321
Wellspring	N	7	354											1394
Wellspring	N	All10	355											3179
Churchill	Y	3	356	2	3711	723.656	3437	646.885	7	15542	816.828	13683	855.564	730
Churchill	N	7	357											171
Wellspring	Y	6	358	1	2804	489.572	2483	683.382	8	29574	1156.685	24981	1197.798	1327
Wellspring	Y	3	359	2	1694	511.56	1480	574.681	8	21829	1043.423	19878	981.877	5400
Wellspring	Y	3	360	2	1831	479.313	1601	605.261	10	38376	1202.338	34235	1224.628	2563
Churchill	Y	All10	361	2	2426	552.561	2151	565.063	16	39646	1181.156	32369	1222.746	4177
Wellspring	Y	1	362	2	2350	622.609	1918	559.297	3	4664	627.478	4241	673.637	2489
Wellspring	Y	5	363	2	3105	495.701	2862	554.175	15	50268	1332.935	46054	1351.178	312
Churchill	N	10	364											1634
Wellspring	Y	4	365	1	878	488.387	623	531.535	3	3468	590.126	2461	601.072	2790
Wellspring	Y	6	366	1	974	451.054	796	525.469	7	17870	1019.279	16704	996.337	1692
Wellspring	Y	7	367	2	4072	605.583	3819	554.15	17	53135	1341.821	33899	1372.022	2362
Churchill	N	6	368											953
Wellspring	N	6	369											276
Churchill	N	9	370											1470
Churchill	Y	6	371	2	1515	535.992	1377	524.24	8	21265	933.9	17578	1067.978	3816
Churchill	N	2	372											18411
Wellspring	N	5	373											101
Churchill	N	7	374											253
Churchill	N	3	375											409
Churchill	N	3	376											91.3
Wellspring	Y	1	377	2	3303	476.195	2863	579.528	13	51292	1212.731	42927	1295.374	5430
Wellspring	N	9	378											60.5
Wellspring	Y	3	379	1	1760	595.989	1585	565.032	8	10792	844.211	9284	827.741	4964
Wellspring	N	All10	380											4687
Wellspring	Y	7	381	2	3172	682.375	2830	579.131	13	47992	1214.067	39371	1174.604	5801
Churchill	N	3	382											72.6
Churchill	Y	7	383	2	3129	571.727	2840	678.075	13	26897	1174.43	23082	1229.445	3482
Churchill	N	All10	384											5574
Churchill	N	10	385											111
Churchill	N	1	386											259
Wellspring	Y	9	387	1	1133	595.532	825	480.776	5	12969	857.884	10522	724.441	3196
Wellspring	N	10	388											290
Wellspring	Y	1	389	2	4813	632.702	4301	630.711	8	21585	1020.17	19388	1040.575	1979
Wellspring	N	6	390											145
Churchill	N	9	391											1618
Wellspring	N	2	392											713
Wellspring	Y	3	393	1	2904	554.415	2455	628.622	7	18455	938.653	15804	988.683	6012
Churchill	N	8	394											81.4
Wellspring	Y	3	395	1	1588	736.265	1453	553.078	4	10849	797.069	8289	912.715	3665
Churchill	N	5	396											55
Wellspring	N	9	397											122
Wellspring	N	4	398											585
Churchill	N	4	399											472
Wellspring	Y	8	400	1	1209	679.966	976	525.91	5	14880	795.289	13335	796.069	354
Churchill	Y	Control	401	3	3887	662.952	3342	686.878	8	13131	793.033	11704	896.832	2641
Churchill	Y	Control	402	3	3663	598.206	3406	602.113	5	6218	651.043	5748	620.472	110
Churchill	N	4	403											270
Churchill	Y	Control	404	1	2744	566.526	2487	581.292	6	11354	815.336	10575	848.144	887
Churchill	Y	9	405	2	4921	675.12	4436	549.092	8	17505	853.53	16361	896.612	3849
Wellspring	Y	5	406	2	2029	658.559	1863	491.596	3	3606	479.935	3268	529.374	163
Wellspring	Y	3	407	2	1998	594.13	1814	529.159	7	16992	998.359	14507	858.764	1987
Wellspring	Y	Control	408	2	2546	578.741	2303	485.673	10	29511	1091.365	26048	1086.351	2387
Churchill	N	8	409											117
Churchill	N	8	410											209
Churchill	Y	1	411	1	1416	497.088	1097	341.362	8	11564	704.28	10970	878.929	3540
Wellspring	Y	Control	412	2	524	543.466	368	411.12	11	28438	1140.774	26020	1255.296	2610
Churchill	Y	6	413	1	2765	706.636	2407	601.974	8	18926	1022.739	16510	1053.406	2214
Wellspring	Y	7	414	2	727	691.077	573	472.68	9	13128	842.746	11073	893.721	11961
Churchill	N	8	415											89.1
Churchill	Y	10	416	2	2205	544.777	1797	450.294	8	18956	847.742	17128	835.434	1398
Churchill	Y	4	417	2	2328	527.848	1987	654.699	9	17699	822.67	15843	911.002	1898
Wellspring	Y	2	418	2	2043	418.127	1810	415.698	7	18545	1035.084	14416	1121.473	2497
Churchill	Y	3	419	3	4929	672.035	4455	589.931	9	18503	942.159	14916	1044.073	197
Wellspring	N	All10	420											4473
Churchill	N	All10	421											3866
Churchill	Y	10	422	2	3384	567.867	3112	495.706	8	19612	1077.354	16537	1092.879	1983
Wellspring	Y	2	423	2	3059	577.095	2815	543.849	10	27330	1069.633	22715	1115.313	1038
Wellspring	N	1	424											82.5
Wellspring	Y	5	425	2	3273	570.024	2499	540.64	11	23522	1031.035	20452	1004.236	1297
Churchill	Y	All10	426	2	2755	433.85	2556	431.014	12	26897	1153.912	23278	1113.688	3851
Wellspring	N	All10	427											3583
Wellspring	N	3	428											736
Churchill	N	All10	429											4922
Churchill	N	2	430											8508
Churchill	Y	All10	431	1	2975	550.376	2580	591.873	11	30612	1066.706	26352	1064.076	1570
Wellspring	N	6	432											197
Churchill	N	2	433											51.7
Churchill	Y	10	434	1	2786	586.756	2564	468.008	9	24471	1259.331	20929	1258.033	3688
Churchill	Y	4	435	2	3868	506.78	3574	543.768	13	31582	1219.813	27055	1196.956	3100
Churchill	N	1	436											75.9
Churchill	Y	6	437	1	1481	543.647	1126	566.777	4	8286	612.638	7342	654.032	1380
